curve (01).obj
-0.768421 0.136842 -0.378947
0.736842 0.321065 -0.328947
-0.747368 -0.205263 -0.378947
0.756579 -0.205263 0.547368
0.747368 0.0684212 -0.347368
0.184211 0.289474 0.168421
0.552632 -0.309223 0.0631579
0.552632 0.289486 -0.210526
-0.752632 2.10526e-007 0.136842
-0.368421 -0.284223 -0.231579
0.184211 -0.284223 -0.215789
-0.736842 -0.294749 -0.252632
-0.8 -0.328958 0.442105
0.8 -0.273684 0
0.184211 0.305276 -0.252632
line (26).obj
-0.663043 0.245652 0.297826
-0.591304 -0.432608 0.376087
0.669565 0.130434 -0.32337
0.686956 0.382608 -0.236957
-0.141304 0.446195 0.297826
0.4 -0.591304 0.53587
-0.665217 -0.165217 -0.254348
0.666304 -0.327174 -0.254348
-0.6 -0.591304 0.526087
0.63913 0.3 0.415217
-0.66087 -0.182608 0.315217
0.657609 0.0130436 0.315217
-0.630435 0.147826 -0.359783
0.147826 0.469565 0.454348
-0.647272 -0.0260867 0.0842391
-0.591304 0.460869 -0.545652
0.147826 -0.445108 0.506522
-0.597283 -0.382609 -0.522826
0.656522 -0.327174 0.297826
-0.591304 -0.471739 0.0076087
0.604348 -0.434783 -0.545652
0.660861 -0.0260868 0.0217391
0.695652 -0.434782 -0.0195652
-0.63913 0.382608 0.0108696
-0.591304 0.454347 0.506522
-0.315217 -0.00869579 -0.304348
-0.295652 -0.433695 0.506522
-0.472826 0.27826 -0.334783
-0.157609 0.313043 -0.334783
0.639113 0.228261 0.22663
line (28).obj
0.490827 -0.260946 -0.072198
0.782533 0.253275 -0.195633
-0.735477 0.126827 -0.0163028
-0.256266 -0.269281 -0.0113654
-0.239615 0.266006 -0.0908297
-0.774381 -0.135371 0.148763
-0.771106 -0.084425 -0.165648
0.762737 -0.16361 -0.100146
0.767467 0.0739447 0.0701601
0.0576769 0.254913 -0.00232897
-0.238956 -0.00126603 -0.00598451
-0.229985 0.29709 0.231425
0.760408 0.253275 0.288792
-0.796507 -0.310335 0.333042
0.754585 0.127511 -0.265502
0.796507 -0.300437 0.1246
0.244933 0.0627806 -0.0163028
0.239085 -0.268793 -0.0349345
0.735953 -0.249782 -0.335371
0.490827 0.261907 -0.0535662
-0.77671 0.262591 -0.242213
-0.738282 0.255604 0.335371
-0.490469 0.267169 -0.0113654
0 0.285881 -0.195633
-0.735953 -0.249782 -0.128093
0.229985 0.29314 0.147675
-0.735953 -0.249782 -0.146725
-0.735953 0.243959 -0.0908297
-0.0578296 -0.27112 -0.015027
-0.367977 -0.249782 -0.137409
